0.55,-0.01,0.81
0.52,0,0.85
0.5,0.03,0.88
0.54,0.01,0.81
0.54,-0.04,0.84
0.55,-0.01,0.91
0.55,0.01,0.84
0.56,-0.01,0.81
0.57,-0.03,0.86
0.55,-0.03,0.88
0.52,0,0.86
0.56,-0.01,0.82
0.52,-0.03,0.88
0.54,-0.06,0.85
0.55,-0.03,0.89
0.56,-0.03,0.85
0.52,0,0.86
0.56,0,0.89
0.52,0.03,0.89
0.49,0,0.84
0.52,0,0.84
0.51,0.01,0.84
0.52,0,0.88
0.56,-0.01,0.86
0.55,0.05,0.89
0.51,-0.03,0.88
0.55,0.01,0.85
0.55,-0.01,0.84
0.54,-0.04,0.82
0.51,0.01,0.84
0.55,-0.04,0.82
0.52,-0.01,0.88
0.54,0.01,0.9
0.54,0.03,0.86
0.5,0,0.81
0.55,0,0.9
0.54,-0.04,0.89
0.54,-0.04,0.86
0.52,-0.01,0.89
0.52,0,0.85
0.56,-0.03,0.77
0.55,0,0.81
0.56,0,0.82
0.56,0.01,0.89
0.57,-0.01,0.82
0.55,-0.01,0.82
0.54,0,0.85
0.55,-0.01,0.81
0.56,-0.03,0.85
0.55,0.01,0.86
0.55,-0.01,0.82
0.56,-0.01,0.86
0.56,0,0.89
0.55,0,0.84
0.52,0.01,0.82
0.55,0.01,0.85
0.55,0,0.88
0.55,0,0.81
0.52,-0.03,0.95
0.54,0.01,0.86
0.51,0,0.79
0.55,-0.01,0.86
0.55,-0.01,0.82
0.54,-0.04,0.81
0.52,0.04,0.82
0.55,0.01,0.8
0.54,-0.01,0.88
0.52,-0.03,0.88
0.51,0,0.91
0.56,0.01,0.89
0.54,-0.01,0.81
0.56,0.03,0.86
0.56,-0.01,0.85
0.51,0.01,0.85
0.57,0,0.88
0.55,-0.04,0.9
0.59,-0.01,0.81
0.51,0,0.88
0.55,-0.04,0.9
0.57,-0.01,0.86
0.55,0,0.86
0.57,-0.06,0.81
0.56,-0.03,0.82
0.56,-0.03,0.89
0.51,-0.01,0.89
0.52,-0.01,0.88
0.54,-0.01,0.91
0.52,-0.03,0.84
0.55,-0.01,0.89
0.54,0.04,0.8
0.55,0,0.85
0.57,0,0.82
0.56,0,0.85
0.56,0.01,0.89
0.57,0,0.9
0.56,0.01,0.81
0.56,0.01,0.85
0.54,-0.01,0.81
0.52,-0.01,0.86
0.56,0.03,0.79
0.55,-0.01,0.81
0.52,0,0.85
0.5,0.03,0.88
0.54,0.01,0.81
0.54,-0.04,0.84
0.55,-0.01,0.91
0.55,0.01,0.84
0.56,-0.01,0.81
0.57,-0.03,0.86
0.55,-0.03,0.88
0.52,0,0.86
0.56,-0.01,0.82
0.52,-0.03,0.88
0.54,-0.06,0.85
0.55,-0.03,0.89
0.56,-0.03,0.85
0.52,0,0.86
0.56,0,0.89
0.52,0.03,0.89
0.49,0,0.84
0.52,0,0.84
0.51,0.01,0.84
0.52,0,0.88
0.56,-0.01,0.86
0.55,0.05,0.89
0.51,-0.03,0.88
0.55,0.01,0.85
0.55,-0.01,0.84
0.54,-0.04,0.82
0.51,0.01,0.84
0.55,-0.04,0.82
0.52,-0.01,0.88
0.54,0.01,0.9
0.54,0.03,0.86
0.5,0,0.81
0.55,0,0.9
0.54,-0.04,0.89
0.54,-0.04,0.86
0.52,-0.01,0.89
0.52,0,0.85
0.56,-0.03,0.77
0.55,0,0.81
0.56,0,0.82
0.56,0.01,0.89
0.57,-0.01,0.82
0.55,-0.01,0.82
0.54,0,0.85
0.55,-0.01,0.81
0.56,-0.03,0.85
0.55,0.01,0.86
0.55,-0.01,0.82
0.56,-0.01,0.86
0.56,0,0.89
0.55,0,0.84
0.52,0.01,0.82
0.55,0.01,0.85
0.55,0,0.88
0.55,0,0.81
0.52,-0.03,0.95
0.54,0.01,0.86
0.51,0,0.79
0.55,-0.01,0.86
0.55,-0.01,0.82
0.54,-0.04,0.81
0.52,0.04,0.82
0.55,0.01,0.8
0.54,-0.01,0.88
0.52,-0.03,0.88
0.51,0,0.91
0.56,0.01,0.89
0.54,-0.01,0.81
0.56,0.03,0.86
0.56,-0.01,0.85
0.51,0.01,0.85
0.57,0,0.88
0.55,-0.04,0.9
0.59,-0.01,0.81
0.51,0,0.88
0.55,-0.04,0.9
0.57,-0.01,0.86
0.55,0,0.86
0.57,-0.06,0.81
0.56,-0.03,0.82
0.56,-0.03,0.89
0.51,-0.01,0.89
0.52,-0.01,0.88
0.54,-0.01,0.91
0.52,-0.03,0.84
0.55,-0.01,0.89
0.54,0.04,0.8
0.55,0,0.85
0.57,0,0.82
0.56,0,0.85
0.56,0.01,0.89
0.57,0,0.9
0.56,0.01,0.81
0.56,0.01,0.85
0.54,-0.01,0.81
0.52,-0.01,0.86
0.56,0.03,0.79
0.55,-0.04,0.84
0.54,-0.03,0.89
0.55,0.06,0.8
0.56,-0.05,0.88
0.55,-0.05,0.91
0.56,-0.06,0.9
0.49,-0.04,0.86
0.56,0.01,0.85
0.52,-0.01,0.86
0.56,-0.03,0.88
0.52,0.01,0.84
0.52,-0.03,0.88
0.54,0,0.89
0.54,-0.01,0.89
0.54,0,0.82
0.56,0.01,0.86
0.52,0,0.85
0.54,0,0.91
0.54,-0.04,0.85
0.54,-0.04,0.85
0.55,0.04,0.85
0.54,-0.01,0.81
0.52,0.05,0.86
0.57,-0.03,0.89
0.52,0.01,0.82
0.55,0,0.84
0.54,-0.01,0.84
0.56,-0.03,0.86
0.52,-0.03,0.86
0.54,-0.01,0.9
0.51,0.01,0.89
0.51,0,0.84
0.51,0,0.89
0.54,-0.01,0.85
0.52,-0.01,0.86
0.55,0.01,0.88
0.55,-0.03,0.86
0.5,-0.01,0.86
0.57,-0.04,0.9
0.52,0,0.86
0.52,0.01,0.88
0.57,0.04,0.86
0.54,-0.01,0.86
0.54,0,0.86
0.54,0,0.91
0.56,-0.01,0.84
0.55,0.01,0.82
0.56,-0.01,0.88
0.54,-0.01,0.89
0.49,-0.03,0.85
0.55,0,0.93
0.52,0,0.81
0.54,-0.01,0.82
0.52,-0.05,0.89
0.57,-0.01,0.91
0.57,-0.03,0.88
0.55,0,0.85
0.56,0.01,0.86
0.56,-0.04,0.84
0.56,0.01,0.8
0.55,0.01,0.86
0.55,0.03,0.91
0.56,0.01,0.88
0.55,0.01,0.88
0.51,-0.04,0.86
0.54,-0.03,0.9
0.54,-0.01,0.9
0.52,-0.04,0.89
0.54,-0.03,0.88
0.55,0,0.88
0.52,-0.03,0.84
0.57,-0.04,0.93
0.57,-0.05,0.84
0.52,0.01,0.88
0.52,0.01,0.86
0.56,0.03,0.86
0.52,-0.01,0.84
0.52,-0.01,0.89
0.54,0,0.89
0.55,0,0.9
0.54,0.01,0.85
0.55,-0.03,0.9
0.57,-0.03,0.82
0.52,-0.04,0.9
0.52,0,0.8
0.56,0.01,0.93
0.55,-0.04,0.85
0.55,0,0.0.55
0.52,0,0.85
0.5,0.03,0.88
0.54,0.01,0.81
0.54,-0.04,0.84
0.55,-0.01,0.91
0.55,0.01,0.84
0.56,-0.01,0.81
0.57,-0.03,0.86
0.55,-0.03,0.88
0.52,0,0.86
0.56,-0.01,0.82
0.52,-0.03,0.88
0.54,-0.06,0.85
0.55,-0.03,0.89
0.56,-0.03,0.85
0.52,0,0.86
0.56,0,0.89
0.52,0.03,0.89
0.49,0,0.84
0.52,0,0.84
0.51,0.01,0.84
0.52,0,0.88
0.56,-0.01,0.86
0.55,0.05,0.89
0.51,-0.03,0.88
0.55,0.01,0.85
0.55,-0.01,0.84
0.54,-0.04,0.82
0.51,0.01,0.84
0.55,-0.04,0.82
0.52,-0.01,0.88
0.54,0.01,0.9
0.54,0.03,0.86
0.5,0,0.81
0.55,0,0.9
0.54,-0.04,0.89
0.54,-0.04,0.86
0.52,-0.01,0.89
0.52,0,0.85
0.56,-0.03,0.77
0.55,0,0.81
0.56,0,0.82
0.56,0.01,0.89
0.57,-0.01,0.82
0.55,-0.01,0.82
0.54,0,0.85
0.55,-0.01,0.81
0.56,-0.03,0.85
0.55,0.01,0.86
0.55,-0.01,0.82
0.56,-0.01,0.86
0.56,0,0.89
0.55,0,0.84
0.52,0.01,0.82
0.55,0.01,0.85
0.55,0,0.88
0.55,0,0.81
0.52,-0.03,0.95
0.54,0.01,0.86
0.51,0,0.79
0.55,-0.01,0.86
0.55,-0.01,0.82
0.54,-0.04,0.81
0.52,0.04,0.82
0.55,0.01,0.8
0.54,-0.01,0.88
0.52,-0.03,0.88
0.51,0,0.91
0.56,0.01,0.89
0.54,-0.01,0.81
0.56,0.03,0.86
0.56,-0.01,0.85
0.51,0.01,0.85
0.57,0,0.88
0.55,-0.04,0.9
0.59,-0.01,0.81
0.51,0,0.88
0.55,-0.04,0.9
0.57,-0.01,0.86
0.55,0,0.86
0.57,-0.06,0.81
0.56,-0.03,0.82
0.56,-0.03,0.89
0.51,-0.01,0.89
0.52,-0.01,0.88
0.54,-0.01,0.91
0.52,-0.03,0.84
0.55,-0.01,0.89
0.54,0.04,0.8
0.55,0,0.85
0.57,0,0.82
0.56,0,0.85
0.56,0.01,0.89
0.57,0,0.9
0.56,0.01,0.81
0.56,0.01,0.85
0.54,-0.01,0.81
0.52,-0.01,0.86
0.56,0.03,0.79
0.55,-0.04,0.84
0.54,-0.03,0.89
0.55,0.06,0.8
0.56,-0.05,0.88
0.55,-0.05,0.91
0.56,-0.06,0.9
0.49,-0.04,0.86
0.56,0.01,0.85
0.52,-0.01,0.86
0.56,-0.03,0.88
0.52,0.01,0.84
0.52,-0.03,0.88
0.54,0,0.89
0.54,-0.01,0.89
0.54,0,0.82
0.56,0.01,0.86
0.52,0,0.85
0.54,0,0.91
0.54,-0.04,0.85
0.54,-0.04,0.85
0.55,0.04,0.85
0.54,-0.01,0.81
0.52,0.05,0.86
0.57,-0.03,0.89
0.52,0.01,0.82
0.55,0,0.84
0.54,-0.01,0.84
0.56,-0.03,0.86
0.52,-0.03,0.86
0.54,-0.01,0.9
0.51,0.01,0.89
0.51,0,0.84
0.51,0,0.89
0.54,-0.01,0.85
0.52,-0.01,0.86
0.55,0.01,0.88
0.55,-0.03,0.86
0.5,-0.01,0.86
0.57,-0.04,0.9
0.52,0,0.86
0.52,0.01,0.88
0.57,0.04,0.86
0.54,-0.01,0.86
0.54,0,0.86
0.54,0,0.91
0.56,-0.01,0.84
0.55,0.01,0.82
0.56,-0.01,0.88
0.54,-0.01,0.89
0.49,-0.03,0.85
0.55,0,0.93
0.52,0,0.81
0.54,-0.01,0.82
0.52,-0.05,0.89
0.57,-0.01,0.91
0.57,-0.03,0.88
0.55,0,0.85
0.56,0.01,0.86
0.56,-0.04,0.84
0.56,0.01,0.8
0.55,0.01,0.86
0.55,0.03,0.91
0.56,0.01,0.88
0.55,0.01,0.88
0.51,-0.04,0.86
0.54,-0.03,0.9
0.54,-0.01,0.9
0.52,-0.04,0.89
0.54,-0.03,0.88
0.55,0,0.88
0.52,-0.03,0.84
0.57,-0.04,0.93
0.57,-0.05,0.84
0.52,0.01,0.88
0.52,0.01,0.86
0.56,0.03,0.86
0.52,-0.01,0.84
0.52,-0.01,0.89
0.54,0,0.89
0.55,0,0.9
0.54,0.01,0.85
0.55,-0.03,0.9
0.57,-0.03,0.82
0.52,-0.04,0.9
0.52,0,0.8
0.56,0.01,0.93
0.55,-0.04,0.85
0.55,0,0.0.55
0.52,0,0.85
0.5,0.03,0.88
0.54,0.01,0.81
0.54,-0.04,0.84
0.55,-0.01,0.91
0.55,0.01,0.84
0.56,-0.01,0.81
0.57,-0.03,0.86
0.55,-0.03,0.88
0.52,0,0.86
0.56,-0.01,0.82
0.52,-0.03,0.88
0.54,-0.06,0.85
0.55,-0.03,0.89
0.56,-0.03,0.85
0.52,0,0.86
0.56,0,0.89
0.52,0.03,0.89
0.49,0,0.84
0.52,0,0.84
0.51,0.01,0.84
0.52,0,0.88
0.56,-0.01,0.86
0.55,0.05,0.89
0.51,-0.03,0.88
0.55,0.01,0.85
0.55,-0.01,0.84
0.54,-0.04,0.82
0.51,0.01,0.84
0.55,-0.04,0.82
0.52,-0.01,0.88
0.54,0.01,0.9
0.54,0.03,0.86
0.5,0,0.81
0.55,0,0.9
0.54,-0.04,0.89
0.54,-0.04,0.86
0.52,-0.01,0.89
